id,name,unidad_id/id
departamento_alim_unidad_uaal_organismo_oiat,ALIM,unidad_uaal_organismo_oiat
departamento_alim_unidad_uqui_organismo_oiat,ALIM,unidad_uqui_organismo_oiat
departamento_citn_unidad_intn_organismo_onn,CITN,unidad_intn_organismo_onn
departamento_comb_unidad_uqui_organismo_oiat,COMB,unidad_uqui_organismo_oiat
departamento_ctecnico_unidad_intn_organismo_dg,CTECNICO,unidad_intn_organismo_dg
departamento_cueros_unidad_intn_organismo_oni,CUEROS,unidad_intn_organismo_oni
departamento_daf_unidad_intn_organismo_daf,DAF,unidad_intn_organismo_daf
departamento_dcpe_unidad_intn_organismo_onc,DCPE,unidad_intn_organismo_onc
departamento_dcpr_unidad_intn_organismo_onc,DCPR,unidad_intn_organismo_onc
departamento_dip_unidad_intn_organismo_oni,DIP,unidad_intn_organismo_oni
departamento_dram_unidad_umle_organismo_onm,DRAM,unidad_umle_organismo_onm
departamento_eemb_unidad_intn_organismo_oni,EEMB,unidad_intn_organismo_oni
departamento_enam_unidad_uqui_organismo_oiat,ENAM,unidad_uqui_organismo_oiat
departamento_enin_unidad_uqui_organismo_oiat,ENIN,unidad_uqui_organismo_oiat
departamento_insp_unidad_intn_organismo_oni,INSP,unidad_intn_organismo_oni
departamento_lfu_unidad_umci_organismo_onm,LFU,unidad_umci_organismo_onm
departamento_llo_unidad_umci_organismo_onm,LLO,unidad_umci_organismo_onm
departamento_lma_unidad_umci_organismo_onm,LMA,unidad_umci_organismo_onm
departamento_lpr_unidad_umci_organismo_onm,LPR,unidad_umci_organismo_onm
departamento_lte_unidad_umci_organismo_onm,LTE,unidad_umci_organismo_onm
departamento_lvd_unidad_umci_organismo_onm,LVD,unidad_umci_organismo_onm
departamento_matcons_unidad_intn_organismo_oni,MATCONS,unidad_intn_organismo_oni
departamento_medi_unidad_uqui_organismo_oiat,MEDI,unidad_uqui_organismo_oiat
departamento_metal_unidad_intn_organismo_oni,METAL,unidad_intn_organismo_oni
departamento_micro_unidad_uqui_organismo_oiat,MICRO,unidad_uqui_organismo_oiat
departamento_segur_unidad_intn_organismo_oni,SEGUR,unidad_intn_organismo_oni
departamento_textil_unidad_intn_organismo_oni,TEXTIL,unidad_intn_organismo_oni
departamento_umle_unidad_umle_organismo_onm,UMLE,unidad_umle_organismo_onm
