id,name,determinacion,list_price,lst_price,organismo_id/id,unidad_id/id,departamento_id/id,coordinacion_id/id,laboratorio_id/id,verificacion_insitu,active,type
preparacion_de_reactivos_acido_clorhidrico_-_cada_1.000_ml-0-1n,Preparación de reactivos,Acido Clorhidrico - cada 1.000 ml-0-1N,130000,130000,organismo_oiat,unidad_uaal_organismo_oiat,departamento_alim_unidad_uaal_organismo_oiat,coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,laboratorio_alim_coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_acido_sulfurico_2n_-_cada_1.000_ml,Preparación de reactivos,Acido sulfúrico 2N - cada 1.000 ml,184000,184000,organismo_oiat,unidad_uqui_organismo_oiat,departamento_enin_unidad_uqui_organismo_oiat,coordinacion_intn_departamento_enin_unidad_uqui_organismo_oiat,laboratorio_enin_coordinacion_intn_departamento_enin_unidad_uqui_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_agua_peptonada_cada_25_ml.,Preparación de reactivos,Agua peptonada cada 25 ml.,10000,10000,organismo_oiat,unidad_uqui_organismo_oiat,departamento_micro_unidad_uqui_organismo_oiat,coordinacion_intn_departamento_micro_unidad_uqui_organismo_oiat,laboratorio_micro_coordinacion_intn_departamento_micro_unidad_uqui_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_alcohol_72º_-_cada_1.000_ml,Preparación de reactivos,Alcohol 72º - cada 1.000 ml,49000,49000,organismo_oiat,unidad_uaal_organismo_oiat,departamento_alim_unidad_uaal_organismo_oiat,coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,laboratorio_alim_coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_azul_de_metileno_5_mg_%_-_cada_250_ml,Preparación de reactivos,Azul de metileno 5 mg % - cada 250 ml,98000,98000,organismo_oiat,unidad_uqui_organismo_oiat,departamento_micro_unidad_uqui_organismo_oiat,coordinacion_intn_departamento_micro_unidad_uqui_organismo_oiat,laboratorio_micro_coordinacion_intn_departamento_micro_unidad_uqui_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_fenoftalcina_-cada_100_ml_-1%,Preparación de reactivos,Fenoftalcina -cada 100 ml -1%,76000,76000,organismo_oiat,unidad_uaal_organismo_oiat,departamento_alim_unidad_uaal_organismo_oiat,coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,laboratorio_alim_coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_hidroxido_de_sodio_0-111n_-_cada_1.000_ml,Preparación de reactivos,Hidroxido de sodio 0-111N - cada 1.000 ml,140000,140000,organismo_oiat,unidad_uaal_organismo_oiat,departamento_alim_unidad_uaal_organismo_oiat,coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,laboratorio_alim_coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_hidroxido_de_sodio_0-1n-_cada_1.000_ml,Preparación de reactivos,Hidroxido de sodio 0-1N- cada 1.000 ml,140000,140000,organismo_oiat,unidad_uaal_organismo_oiat,departamento_alim_unidad_uaal_organismo_oiat,coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,laboratorio_alim_coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_preparacion_nitrato_de_plata_-_cada_1.000_ml,Preparación de reactivos,Preparación Nitrato de Plata - cada 1.000 ml,184000,184000,organismo_oiat,unidad_uaal_organismo_oiat,departamento_alim_unidad_uaal_organismo_oiat,coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,laboratorio_alim_coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,False,True,Consumible
preparacion_de_reactivos_permanganato_de_potasio_-_cada_1.000_ml,Preparación de reactivos,Permanganato de potasio - cada 1.000 ml,162000,162000,organismo_oiat,unidad_uaal_organismo_oiat,departamento_alim_unidad_uaal_organismo_oiat,coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,laboratorio_alim_coordinacion_intn_departamento_alim_unidad_uaal_organismo_oiat,False,True,Consumible
