id,name,determinacion,list_price,lst_price,organismo_id/id,unidad_id/id,departamento_id/id,coordinacion_id/id,laboratorio_id/id,verificacion_insitu,active,type
certificacion_por_marca_extintores_auditoria,Certificación por Marca EXTINTORES,Auditoría,0,0,organismo_onc,unidad_intn_organismo_onc,departamento_dcpr_unidad_intn_organismo_onc,coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,laboratorio_intn_coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,False,True,Consumible
certificacion_por_marca_envases_extintores_auditoria,Certificación por Marca Envases Extintores,Auditoría,0,0,organismo_onc,unidad_intn_organismo_onc,departamento_dcpr_unidad_intn_organismo_onc,coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,laboratorio_externo_coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,False,True,Consumible
venta_de_etiquetas_y_aros_venta_de_etiquetas_y_aros,Venta de Etiquetas y Aros,Venta de Etiquetas y Aros,0,0,organismo_onc,unidad_intn_organismo_onc,departamento_dcpr_unidad_intn_organismo_onc,coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,laboratorio_intn_coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,False,True,Consumible
constancia_extintores_constancia_extintores,Constancia EXTINTORES,Constancia EXTINTORES,0,0,organismo_onc,unidad_intn_organismo_onc,departamento_dcpr_unidad_intn_organismo_onc,coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,laboratorio_intn_coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,False,True,Consumible
constancia_cables_constancia_cables,Constancia CABLES,Constancia CABLES,0,0,organismo_onc,unidad_intn_organismo_onc,departamento_dcpr_unidad_intn_organismo_onc,coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,laboratorio_intn_coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,False,True,Consumible
constancia_cemento_constancia_cemento,Constancia CEMENTO,Constancia CEMENTO,0,0,organismo_onc,unidad_intn_organismo_onc,departamento_dcpr_unidad_intn_organismo_onc,coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,laboratorio_intn_coordinacion_intn_departamento_dcpr_unidad_intn_organismo_onc,False,True,Consumible
cueros_y_calzados_-_guantes_de_cuero_traccion,Cueros y Calzados - Guantes de cuero,Tracción,97000,97000,organismo_oni,unidad_intn_organismo_oni,departamento_cueros_unidad_intn_organismo_oni,coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,laboratorio_intn_coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,False,True,Consumible
cueros_y_calzados_-_guantes_de_cuero_elongacion,Cueros y Calzados - Guantes de cuero,Elongación,97000,97000,organismo_oni,unidad_intn_organismo_oni,departamento_cueros_unidad_intn_organismo_oni,coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,laboratorio_intn_coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,False,True,Consumible
cueros_y_calzados_-_guantes_de_cuero_espesor,Cueros y Calzados - Guantes de cuero,Espesor,97000,97000,organismo_oni,unidad_intn_organismo_oni,departamento_cueros_unidad_intn_organismo_oni,coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,laboratorio_intn_coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,False,True,Consumible
cueros_y_calzados_-_guantes_de_cuero_desgarro,Cueros y Calzados - Guantes de cuero,Desgarro,97000,97000,organismo_oni,unidad_intn_organismo_oni,departamento_cueros_unidad_intn_organismo_oni,coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,laboratorio_intn_coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,False,True,Consumible
analisis_de_residuo_liquido_o_wet_blue_ph,Análisis de residuo liquido o Wet Blue,pH,40000,40000,organismo_oni,unidad_intn_organismo_oni,departamento_cueros_unidad_intn_organismo_oni,coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,laboratorio_intn_coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,False,True,Consumible
analisis_de_residuo_liquido_o_wet_blue_ph_diferencial,Análisis de residuo liquido o Wet Blue,pH diferencial,75000,75000,organismo_oni,unidad_intn_organismo_oni,departamento_cueros_unidad_intn_organismo_oni,coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,laboratorio_intn_coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,False,True,Consumible
analisis_de_residuo_liquido_o_wet_blue_cenizas,Análisis de residuo liquido o Wet Blue,Cenizas,110000,110000,organismo_oni,unidad_intn_organismo_oni,departamento_cueros_unidad_intn_organismo_oni,coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,laboratorio_intn_coordinacion_intn_departamento_cueros_unidad_intn_organismo_oni,False,True,Consumible
